"","title","authors","keywords","doi"
"510","Stochastic modelling, Bayesian inference, and new in vivo measurements elucidate the debated mtDNA bottleneck mechanism.","Johnston IG, Burgstaller JP, Havlicek V, Kolbe T, Rülicke T, Brem G, Poulton J, Jones NS.","bottleneck; chromosomes; computational biology; developmental biology; genes; mouse; mtDNA; statistics; stochastic modelling; systems biology","10.7554/eLife.07464"
"511","Do we need another discipline in medicine? From epidemiology and evidence-based medicine to cognitive medicine and medical thinking.","Jenicek M,.","NA","10.1111/jep.12381"
"512","Dr. David Sackett, a giant among giants (1934-2015).","Collier R.","NA","10.1503/cmaj.109-5072"
"513","Approaches to demonstration of Ebola virus vaccine efficacy.","Krause PR, Cavaleri M, Coleman G, Gruber MF.","NA","10.1016/S1473-3099(15)00027-4"
"514","Components and public health impact of population growth in the Arab world.","Abdul Salam A, Elsegaey I, Khraif R, AlMutairi A, Aldosari A.","NA","10.1371/journal.pone.0124944"
"515","Are global and regional improvements in life expectancy and in child, adult and senior survival slowing?","Hum RJ, Verguet S, Cheng YL, McGahan AM, Jha P.","NA","10.1371/journal.pone.0124479"
"516","Promises and Pitfalls in the Use of ""Big Data"" for Clinical Research.","DeRouen TA.","biostatistics; clinical outcomes; clinical studies/trials; comparative effectiveness research; data mining; epidemiology","10.1177/0022034515587863"
"517","Epidemiology and the bio-statistical theory of disease: a challenging perspective.","Giroux É.","NA","10.1007/s11017-015-9327-7"
"518","Targeting pre-exposure prophylaxis among men who have sex with men in the United States and Peru: partnership types, contact rates, and sexual role.","Carnegie NB, Goodreau SM, Liu A, Vittinghoff E, Sanchez J, Lama JR, Buchbinder S.","NA","10.1097/QAI.0000000000000555"
"519","A Mathematician's Odyssey.","Bodmer W.","Autobiography; HLA; cancer; human genome project; linkage disequilibrium; somatic cell genetics","10.1146/annurev-genom-090314-045856"
"520","Multivariate meta-analysis of prognostic factor studies with multiple cut-points and/or methods of measurement.","Riley RD, Elia EG, Malin G, Hemming K, Price MP.","cut-points; heterogeneity; multivariate meta-analysis; odds ratios and hazard ratios; prognostic factors","10.1002/sim.6493"
"521","No statistically significant kinematic difference found between a cruciate-retaining and posterior-stabilised Triathlon knee arthroplasty: a laboratory study involving eight cadavers examining soft-tissue laxity.","Hunt NC, Ghosh KM, Blain AP, Rushton SP, Longstaff LM, Deehan DJ.","Knee arthroplasty; biomechanics; navigation; posterior cruciate ligament; stability","10.1302/0301-620X.97B5.34999"
"522","Interpreting the flock algorithm from a statistical perspective.","Anderson EC, Barry PD.","simulated annealing; software; unsupervised clustering","10.1111/1755-0998.12417"
"523","Evaluation of vaccine seroresponse rates and adverse event rates through Bayesian and frequentist methods.","Liu J, Chen F, Zhu FC, Bai JL, Li JX, Yu H, Liu P, Zeng P.","BCIs, Bayesian credible intervals; Bayesian method; C, control group; CIs, confidence intervals; CLl, lower confidence limit; CLu, upper confidence limit; FDA/CBER, Food and Drug Administration/ Center for Biologics Evaluation and Research; HAV, hepatitis A virus; HPV 16/18 AS04-adjuvanted, human papillomavirus vaccine -16/18 AS04-adjuvanted vaccine; HPV 6/11/16/18, human papillomavirus 6/11/16/18 quadrivalent vaccine; Hib conjugate, haemophilus influenza type b conjugate vaccine; MMRV, measles, mumps, rubella and varicella vaccine; T, test group; adverse event rates; extreme data; frequentist method; seroresponse rates; vaccine","10.1080/21645515.2015.1008932"
"524","Computationally simple analysis of matched, outcome-based studies of ordinal disease states.","Betensky RA,, Szymonifka J, Lee EQ, Nutt CL, Batchelor TT.","adjacent categories model; conditional logistic regression; glioblastoma; outcome-based sampling; pseudo-likelihood","10.1002/sim.6503"
"525","Simulation-extrapolation method to address errors in atomic bomb survivor dosimetry on solid cancer and leukaemia mortality risk estimates, 1950-2003.","Allodji RS, Schwartz B, Diallo I, Agbovon C, Laurier D, de Vathaire F.","NA","10.1007/s00411-015-0594-5"
"526","A random pattern mixture model for ordinal outcomes with informative dropouts.","Liu C, Ratcliffe SJ, Guo W.","EM algorithm; Newton-Raphson algorithm; Pattern mixture model; adaptive gaussian quadrature; ordinal outcome","10.1002/sim.6514"
"527","A balanced hazard ratio for risk group evaluation from survival data.","Branders S, Dupont P.","hazard ratio; prognostic factors; risk groups; survival data","10.1002/sim.6505"
"528","Sample size determination for estimating antibody seroconversion rate under stable malaria transmission intensity.","Sepúlveda N,, Drakeley C.","NA","10.1186/s12936-015-0661-z"
"529","Ebola vaccine trials: a race against the clock.","Chowell G, Viboud C.","NA","10.1016/S1473-3099(15)70159-3"
"530","Statistical power and validity of Ebola vaccine trials in Sierra Leone: a simulation study of trial design and analysis.","Bellan SE, Pulliam JR, Pearson CA, Champredon D, Fox SJ, Skrip L, Galvani AP, Gambhir M, Lopman BA, Porco TC, Meyers LA, Dushoff J.","NA","10.1016/S1473-3099(15)70139-8"
"531","Shrinking a large dataset to identify variables associated with increased risk of Plasmodium falciparum infection in Western Kenya.","Tremblay M, Dahm JS, Wamae CN, De Glanville WA, Fèvre EM, Döpfer D.","Cattle; Kenya; data mining; malaria; zoonotic diseases","10.1017/S0950268815000710"
"532","Phylogenomic identification of regulatory sequences in bacteria: an analysis of statistical power and an application to Borrelia burgdorferi sensu lato.","Martin CL, Sukarna TY, Akther S, Ramrattan G, Pagan P, Di L, Mongodin EF, Fraser CM, Schutzer SE, Luft BJ, Casjens SR, Qiu WG.","NA","10.1128/mBio.00011-15"
"533","A Weibull multi-state model for the dependence of progression-free survival and overall survival.","Li Y,, Zhang Q,.","Weibull distribution; correlation; oncology; overall survival; progression-free survival","10.1002/sim.6501"
"534","Predicting cumulative risk of disease onset by redistributing weights.","Chen T, Ma Y, Wang Y.","Huntington's disease; proportional odds model; self-consistency equation; varying-coefficient model","10.1002/sim.6499"
"535","Positing, fitting, and selecting regression models for pooled biomarker data.","Mitchell EM, Lyles RH, Schisterman EF.","AIC; MCEM; biomarkers; gamma; pooled specimens; skewness","10.1002/sim.6496"
"536","Differential network analysis with multiply imputed lipidomic data.","Kujala M, Nevalainen J, März W, Laaksonen R, Datta S.","NA","10.1371/journal.pone.0121449"
"537","Hypothesis testing for two-stage designs with over or under enrollment.","Zeng D, Gao F, Hu K, Jia C, Ibrahim JG.","adaptive design; clinical trials; sample size modification","10.1002/sim.6490"
"538","Two-stage designs for cross-over bioequivalence trials.","Kieser M, Rauch G.","adaptive design; bioequivalence; cross-over design; sample size recalculation; two-stage design","10.1002/sim.6487"
"539","Markov counting models for correlated binary responses.","Crawford FW, Zelterman D.","Bernoulli trials; Developmental toxicity; Familial disease; Markov process; Teratology","10.1093/biostatistics/kxv006"
"540","Bayesian partial linear model for skewed longitudinal data.","Tang Y, Sinha D, Pati D, Lipsitz S, Lipshultz S.","Dirichlet process; Median regression; Partial linear model; Semiparametric; Skewed error","10.1093/biostatistics/kxv005"
"541","Hypothesis testing at the extremes: fast and robust association for high-throughput data.","Zhou YH, Wright FA.","Density approximation; Exact testing; Permutation","10.1093/biostatistics/kxv007"
"542","Power and sample size determination for group comparison of patient-reported outcomes using polytomous Rasch models.","Hardouin JB,, Blanchin M, Feddag ML, Le Néel T, Perrot B,, Sébille V,.","Rasch model; Raschpower; partial credit model; sample size","10.1002/sim.6478"
"543","A spatiotemporal quantile regression model for emergency department expenditures.","Neelon B, Li F, Burgette LF, Neelon SE.","Bayesian inference; asymmetric Laplace distribution; conditionally autoregressive prior; medical expenditures; quantile regression; spatiotemporal model","10.1002/sim.6480"
"544","Spatially regularized mixture model for lesion segmentation with application to stroke patients.","Ozenne B, Subtil F, Østergaard L, Maucort-Boulch D.","Expectation-maximization algorithm; Finite mixture models; Image segmentation; Markov random fields; Mean-field approximation","10.1093/biostatistics/kxv004"
"545","State selection in Markov models for panel data with application to psoriatic arthritis.","Thom HH, Jackson CH, Commenges D, Sharples LD.","model selection; modified Akaike information criterion; multistate models; psoriatic arthritis","10.1002/sim.6460"
"546","Statistics for orthodontists.","Pandis N.","NA","10.1016/j.ajodo.2014.12.015"
"547","Ophthalmic statistics note 6: effect sizes matter.","Cook JA, Bunce C, Doré CJ, Freemantle N; Ophthalmic Statistics Group.","Epidemiology; Medical Education; Public health","10.1136/bjophthalmol-2014-306303"
"548","When the mean is an empty plate for clinicians and scientists, and a full plate for politicians and writers.","Normando D.","NA","10.1590/2176-9451.19.5.014-015.edt"
"549","A Tribute to Leon F. Burmeister, PhD (1941-2014).","Pitkin RM, Scott JR.","NA","NA"
"550","Variable selection in the presence of missing data: resampling and imputation.","Long Q, Johnson BA.","Bootstrap imputation; Missing data; Resampling; Stability selection; Variable selection","10.1093/biostatistics/kxv003"
"551","Pre-clinical validation study of a miniaturized electrochemical immunoassay based on square wave voltammetry for early detection of carcinoembryonic antigen in human serum.","Martínez-Mancera FD, García-López P, Hernández-López JL.","Biostatistical analysis; Carcinoembryonic antigen; ELISA test system; Magnetic beads; Miniaturization; Square wave voltammetry","10.1016/j.cca.2015.02.017"
"552","Dynamic frailty models based on compound birth-death processes.","Putter H, van Houwelingen HC.","Compound birth–death processes; Dynamic frailty processes; Stochastic EM algorithm; Time-varying frailties; Unobserved heterogeneity","10.1093/biostatistics/kxv002"
"553","Pathological evaluation of reproductive system of porcine reproductive and respiratory syndrome virus-vaccinated and nonvaccinated anestrus sows and gilts.","Papatsiros V, Psalla D, Papaioannou D, Tassis P, Tzika E, Papaioannou N.","NA","10.1089/vim.2014.0138"
"554","The misuse and abuse of statistics in biomedical research.","Thiese MS, Arnold ZC, Walker SD.","a priori; analytical plan; biostatistics; disclosure; statistical methods; transparency","10.11613/BM.2015.001"
"555","The stochastic system approach for estimating dynamic treatments effect.","Commenges D, Gégout-Petit A.","Causality; Doob–Meyer decomposition; Dynamic treatment; HAART; Mechanistic models; Stochastic processes; Stochastic systems; marginal structural models","10.1007/s10985-015-9322-3"
